Date,Country,Weather
2025-01-31,Turkey,Cloudy
2025-01-31,Libyan Arab Jamahiriya,Snowy
2024-12-08,Mauritania,Stormy
2025-02-20,Kazakhstan,Sunny
2025-01-27,Afghanistan,Snowy
2025-02-12,Tuvalu,Cloudy
2025-02-18,Eritrea,Windy
2025-02-05,North Macedonia,Cloudy
2024-12-13,Nepal,Windy
2024-12-12,Samoa,Windy
2024-12-29,Kuwait,Stormy
2024-12-11,Nigeria,Rainy
2025-02-02,Saint Helena,Stormy
2025-02-11,Serbia,Rainy
2025-01-01,Mozambique,Rainy
2025-02-23,United States of America,Snowy
2025-02-04,Holy See (Vatican City State),Stormy
2025-02-03,New Caledonia,Cloudy
2024-12-04,Guinea,Snowy
2025-02-14,Korea,Rainy
2025-02-06,Puerto Rico,Snowy
2025-01-05,Finland,Windy
2025-02-08,Kuwait,Rainy
2025-01-14,Belarus,Rainy
2025-01-09,Reunion,Snowy
2024-12-17,Vietnam,Windy
2025-01-30,Russian Federation,Windy
2024-12-05,Peru,Rainy
2025-02-09,Guatemala,Stormy
2025-02-12,Mauritius,Windy
2025-01-07,Saint Vincent and the Grenadines,Stormy
2024-12-12,Turkey,Snowy
2024-12-15,Chad,Cloudy
2025-01-07,Cook Islands,Stormy
2025-01-24,Cook Islands,Sunny
2025-01-22,South Georgia and the South Sandwich Islands,Windy
2025-02-21,Fiji,Cloudy
2025-02-25,China,Cloudy
2025-01-17,Slovakia (Slovak Republic),Windy
2024-12-15,British Virgin Islands,Windy
2025-02-15,Central African Republic,Cloudy
2024-12-05,Australia,Windy
2025-01-16,Dominican Republic,Sunny
2024-12-27,Rwanda,Windy
2024-12-14,Jordan,Sunny
2025-01-30,Dominica,Sunny
2024-12-19,Tuvalu,Rainy
2025-01-06,Greenland,Snowy
2025-01-10,Grenada,Stormy
2024-12-30,Vietnam,Stormy
2025-02-05,Seychelles,Sunny
2025-01-12,Venezuela,Cloudy
2025-01-06,Germany,Rainy
2025-02-04,Moldova,Sunny
2025-01-26,Solomon Islands,Stormy
2025-01-30,Solomon Islands,Rainy
2025-02-17,Morocco,Cloudy
2025-01-02,Wallis and Futuna,Windy
2024-12-06,Netherlands Antilles,Sunny
2025-02-17,Northern Mariana Islands,Stormy
2025-01-30,Falkland Islands (Malvinas),Cloudy
2025-03-01,Cocos (Keeling) Islands,Cloudy
2025-01-30,Madagascar,Sunny
2024-12-25,Mauritius,Stormy
2024-12-05,Australia,Cloudy
2024-12-16,Colombia,Snowy
2025-02-21,Isle of Man,Rainy
2024-12-15,Dominican Republic,Rainy
2025-01-24,Fiji,Windy
2025-02-05,Bahamas,Sunny
2025-02-27,United States of America,Cloudy
2025-01-26,Reunion,Sunny
2025-02-04,Jordan,Cloudy
2024-12-12,Fiji,Stormy
2025-02-15,Vietnam,Rainy
2025-03-01,Peru,Cloudy
2025-03-01,Croatia,Snowy
2025-01-12,Bhutan,Snowy
2025-01-10,Pitcairn Islands,Stormy
2024-12-14,Taiwan,Windy
2024-12-13,Saint Vincent and the Grenadines,Stormy
2024-12-28,Belgium,Cloudy
2024-12-25,Dominican Republic,Stormy
2025-03-01,Anguilla,Windy
2025-02-07,Belize,Sunny
2025-02-09,Burkina Faso,Stormy
2025-02-17,Haiti,Rainy
2025-01-12,Bahamas,Stormy
2024-12-12,Oman,Snowy
2024-12-11,Brunei Darussalam,Snowy
2025-01-29,Russian Federation,Rainy
2024-12-20,San Marino,Snowy
2025-02-27,Korea,Windy
2025-02-27,Slovenia,Rainy
2024-12-08,Bahrain,Sunny
2025-02-24,Cape Verde,Sunny
2024-12-30,Armenia,Sunny
2025-02-11,Cyprus,Snowy
2025-02-09,Nicaragua,Cloudy
2025-02-22,Czech Republic,Cloudy
2024-12-03,British Indian Ocean Territory (Chagos Archipelago),Cloudy
2025-02-17,Uganda,Snowy
2025-02-09,Serbia,Windy
2024-12-03,Chile,Cloudy
2025-01-01,Aruba,Stormy
2025-01-13,Russian Federation,Windy
2025-01-17,Saint Pierre and Miquelon,Rainy
2025-01-23,Congo,Cloudy
2024-12-24,Kuwait,Windy
2025-01-15,Dominica,Stormy
2025-01-21,Rwanda,Stormy
2024-12-12,Paraguay,Cloudy
2024-12-07,Malaysia,Windy
2025-02-14,United Arab Emirates,Rainy
2025-01-22,Ghana,Sunny
2024-12-04,Portugal,Sunny
2025-02-05,Cote d'Ivoire,Stormy
2024-12-16,Guadeloupe,Windy
2025-01-26,Peru,Sunny
2025-02-28,Papua New Guinea,Snowy
2025-02-05,Comoros,Sunny
2024-12-09,Albania,Cloudy
2025-02-28,Taiwan,Cloudy
2024-12-28,Tuvalu,Snowy
2025-02-08,Syrian Arab Republic,Windy
2025-02-20,Mozambique,Stormy
2025-02-03,Colombia,Sunny
2024-12-07,Tokelau,Sunny
2025-02-02,Burkina Faso,Sunny
2024-12-21,Czech Republic,Sunny
2024-12-19,Brunei Darussalam,Sunny
2025-02-05,Spain,Rainy
2024-12-02,Guatemala,Sunny
2025-02-25,Lesotho,Stormy
2025-01-02,Gibraltar,Sunny
2025-01-05,Montenegro,Snowy
2024-12-03,Fiji,Windy
2025-01-10,Seychelles,Snowy
2025-01-25,Liechtenstein,Snowy
2025-01-25,Sudan,Stormy
2025-01-17,United States Virgin Islands,Rainy
2025-01-20,Comoros,Stormy
2025-02-07,Northern Mariana Islands,Windy
2024-12-11,Montserrat,Snowy
2025-01-02,United States Virgin Islands,Windy
2024-12-22,Spain,Stormy
2025-02-13,Madagascar,Snowy
2025-01-29,Iran,Cloudy
2025-01-04,Serbia,Windy
2024-12-20,Colombia,Sunny
2025-01-25,Martinique,Sunny
2025-02-21,Greece,Cloudy
2025-01-29,Monaco,Sunny
2024-12-07,Guadeloupe,Sunny
2025-02-11,Timor-Leste,Sunny
2024-12-07,Dominican Republic,Rainy
2024-12-27,Botswana,Rainy
2024-12-04,Luxembourg,Windy
2025-01-31,Greenland,Snowy
2025-01-31,Somalia,Cloudy
2025-02-11,Bahamas,Stormy
2024-12-26,Costa Rica,Cloudy
2024-12-23,Japan,Windy
2025-02-25,South Africa,Rainy
2025-01-22,Sweden,Windy
2024-12-30,French Southern Territories,Snowy
2024-12-29,Botswana,Cloudy
2024-12-21,Norway,Windy
2024-12-02,Kuwait,Cloudy
2024-12-30,Uganda,Cloudy
2024-12-29,Chad,Sunny
2025-01-24,Cambodia,Snowy
2025-01-22,Honduras,Rainy
2025-01-18,Bangladesh,Cloudy
2025-01-11,Ireland,Cloudy
2024-12-19,Sudan,Sunny
2024-12-04,Switzerland,Cloudy
2025-01-26,Palau,Stormy
2024-12-04,Macao,Windy
2024-12-07,Yemen,Snowy
2024-12-31,Pakistan,Windy
2025-01-18,Afghanistan,Windy
2024-12-07,Malaysia,Windy
2024-12-27,Namibia,Stormy
2024-12-03,Tonga,Windy
2025-01-16,Liberia,Snowy
2025-01-02,India,Cloudy
2024-12-06,United States of America,Cloudy
2025-02-17,Nicaragua,Cloudy
2025-02-25,Macao,Rainy
2025-02-22,Greenland,Stormy
2025-02-04,Oman,Windy
2025-02-12,Tajikistan,Windy
2025-01-27,Barbados,Sunny
2024-12-11,Nigeria,Cloudy
2024-12-25,Ghana,Stormy
2025-02-24,Japan,Snowy
2025-01-11,Saint Martin,Sunny
2025-01-01,San Marino,Windy
2025-01-06,Sudan,Stormy
2025-02-28,Pakistan,Snowy
2025-01-15,Barbados,Rainy
2025-02-08,Timor-Leste,Rainy
2024-12-20,Turkey,Windy
2024-12-08,Poland,Rainy
2024-12-12,Sweden,Windy
2025-02-09,Martinique,Rainy
2025-01-23,Germany,Windy
2024-12-07,Botswana,Snowy
2024-12-30,Malawi,Rainy
2024-12-20,French Guiana,Sunny
2025-01-16,French Southern Territories,Windy
2024-12-31,Djibouti,Rainy
2025-01-10,Maldives,Cloudy
2024-12-11,Turks and Caicos Islands,Snowy
2024-12-16,Congo,Windy
2025-02-13,Antigua and Barbuda,Windy
2024-12-05,Solomon Islands,Cloudy
2025-01-10,Switzerland,Windy
2025-01-01,French Polynesia,Snowy
2025-01-20,Kyrgyz Republic,Rainy
2024-12-29,Vietnam,Cloudy
2025-02-01,Congo,Snowy
2025-02-21,Ghana,Cloudy
2025-02-25,Norway,Rainy
2024-12-25,Cyprus,Cloudy
2024-12-08,Moldova,Rainy
2024-12-20,Eritrea,Windy
2024-12-16,Martinique,Cloudy
2025-01-02,Cyprus,Cloudy
2025-02-07,Sudan,Rainy
2024-12-28,Tuvalu,Stormy
2025-02-05,Switzerland,Cloudy
2024-12-12,Andorra,Sunny
2024-12-24,Lao People's Democratic Republic,Stormy
2025-01-15,Malta,Snowy
2025-02-05,Falkland Islands (Malvinas),Rainy
2024-12-27,Guadeloupe,Snowy
2025-02-19,Bermuda,Stormy
2025-02-23,Saint Kitts and Nevis,Stormy
2025-01-18,Pakistan,Snowy
2025-02-20,Saudi Arabia,Cloudy
2025-02-19,Bolivia,Cloudy
2025-02-10,Venezuela,Cloudy
2025-02-19,Andorra,Windy
2025-01-13,Kiribati,Snowy
2025-01-22,India,Rainy
2025-02-14,Burundi,Sunny
2025-02-28,Kazakhstan,Sunny
2025-02-10,Azerbaijan,Sunny
2025-01-30,Guam,Cloudy
2024-12-03,Mozambique,Sunny
2025-01-29,Iran,Rainy
2025-02-03,French Polynesia,Sunny
2025-01-06,Samoa,Snowy
2024-12-22,Martinique,Cloudy
2024-12-06,Argentina,Stormy
2025-01-21,Jordan,Windy
2025-01-22,Finland,Stormy
2025-01-27,Russian Federation,Cloudy
2024-12-21,Chad,Windy
2025-02-05,Jordan,Snowy
2025-02-24,United Arab Emirates,Windy
2025-02-05,Swaziland,Cloudy
2024-12-30,United States Minor Outlying Islands,Cloudy
2025-02-04,Antigua and Barbuda,Sunny
2024-12-22,Zambia,Cloudy
2025-01-30,Hong Kong,Sunny
2025-01-07,Fiji,Stormy
2025-02-07,Myanmar,Snowy
2024-12-20,Romania,Snowy
2025-02-05,Namibia,Sunny
2025-02-24,Indonesia,Snowy
2025-01-25,Bolivia,Snowy
2024-12-24,Liberia,Sunny
2024-12-11,Oman,Sunny
2025-02-18,Tanzania,Snowy
2024-12-28,Greece,Rainy
2025-02-23,Turkey,Windy
2025-02-14,Azerbaijan,Snowy
2025-02-26,Belize,Windy
2025-02-05,Croatia,Stormy
2025-01-20,Barbados,Sunny
2025-01-18,Japan,Rainy
2024-12-27,Anguilla,Sunny
2025-01-07,Turkey,Snowy
2024-12-26,Niger,Cloudy
2025-01-02,Jamaica,Windy
2024-12-19,British Virgin Islands,Snowy
2025-01-02,Antarctica (the territory South of 60 deg S),Rainy
2024-12-14,Kazakhstan,Rainy
2025-02-20,Samoa,Snowy
2025-01-06,Ghana,Sunny
2025-01-25,Sweden,Windy
2024-12-27,Barbados,Cloudy
2025-01-06,Cape Verde,Rainy
2025-01-28,Malta,Stormy
2025-02-13,Djibouti,Windy
2024-12-18,Jordan,Rainy
2025-02-15,Equatorial Guinea,Rainy
2025-02-05,Burkina Faso,Windy
2025-01-26,Western Sahara,Snowy
2024-12-16,Swaziland,Rainy
2025-02-20,Lao People's Democratic Republic,Cloudy
2025-01-30,Vietnam,Sunny
2025-01-10,Denmark,Rainy
2024-12-12,Cayman Islands,Windy
2025-03-01,Tunisia,Snowy
2025-01-23,Niue,Sunny
2025-02-24,Andorra,Snowy
2025-01-01,Gibraltar,Windy
2024-12-20,Bhutan,Windy
2024-12-28,Guinea,Stormy
2025-01-07,Lithuania,Cloudy
2025-02-06,Bulgaria,Cloudy
2024-12-24,Montserrat,Sunny
2025-01-25,Kenya,Cloudy
2024-12-30,Montenegro,Stormy
2025-02-20,Vietnam,Sunny
2025-02-03,Congo,Cloudy
2025-01-11,American Samoa,Stormy
2025-01-13,Samoa,Rainy
2024-12-12,Paraguay,Rainy
2024-12-26,Cook Islands,Stormy
2025-01-18,Bhutan,Sunny
2025-02-16,Wallis and Futuna,Rainy
2025-02-24,Ghana,Stormy
2024-12-04,Ghana,Rainy
2025-02-18,Monaco,Sunny
2025-02-01,Palestinian Territory,Snowy
2025-01-02,Tanzania,Sunny
2025-01-21,Marshall Islands,Rainy
2025-01-19,Mauritania,Cloudy
2024-12-14,Sweden,Rainy
2024-12-16,Czech Republic,Cloudy
2025-01-29,United States Minor Outlying Islands,Cloudy
2025-02-04,Uzbekistan,Rainy
2024-12-07,Suriname,Snowy
2025-01-18,Turkmenistan,Cloudy
2025-02-22,United Kingdom,Cloudy
2025-01-05,Vanuatu,Snowy
2025-01-25,Colombia,Stormy
2025-01-07,Tanzania,Snowy
2025-01-10,Haiti,Sunny
2024-12-22,Dominica,Snowy
2025-01-24,French Guiana,Windy
2025-01-14,Aruba,Rainy
2024-12-31,Estonia,Rainy
2025-01-26,Guadeloupe,Snowy
2025-02-17,Jamaica,Cloudy
2025-02-01,Saint Lucia,Stormy
2024-12-21,Holy See (Vatican City State),Cloudy
2024-12-25,Uganda,Rainy
2025-01-13,Canada,Snowy
2024-12-09,Denmark,Sunny
2024-12-22,Hungary,Windy
2025-01-30,Mongolia,Stormy
2024-12-28,Jordan,Rainy
2025-01-24,Belgium,Windy
2025-02-12,El Salvador,Windy
2025-02-09,Saint Barthelemy,Stormy
2024-12-05,Mozambique,Cloudy
2025-01-08,Poland,Windy
2025-02-25,Tuvalu,Windy
2025-02-13,Jordan,Cloudy
2025-02-19,Somalia,Stormy
2025-02-12,Guatemala,Sunny
2025-02-10,Svalbard & Jan Mayen Islands,Rainy
2024-12-08,Reunion,Snowy
2025-01-12,Venezuela,Windy
2025-01-23,Mozambique,Sunny
2025-02-02,Fiji,Cloudy
2025-01-23,Norway,Cloudy
2025-01-05,Pitcairn Islands,Windy
2025-01-12,United Kingdom,Rainy
2025-01-13,Iran,Sunny
2025-02-01,Montserrat,Sunny
2025-01-19,Western Sahara,Stormy
2025-02-07,Senegal,Snowy
2025-02-04,Seychelles,Windy
2024-12-04,United States Minor Outlying Islands,Windy
2024-12-24,Costa Rica,Rainy
2025-02-16,Indonesia,Cloudy
2024-12-30,Kiribati,Cloudy
2025-02-14,Cameroon,Stormy
2024-12-03,Lebanon,Cloudy
2025-01-17,Bahrain,Snowy
2025-02-07,Seychelles,Snowy
2025-01-03,Honduras,Sunny
2025-01-01,Sweden,Windy
2025-02-17,Czech Republic,Snowy
2024-12-21,British Indian Ocean Territory (Chagos Archipelago),Windy
2024-12-24,Macao,Snowy
2024-12-31,Croatia,Stormy
2025-01-18,Uganda,Rainy
2025-01-03,Monaco,Cloudy
2025-01-13,France,Rainy
2024-12-30,Vietnam,Stormy
2025-01-18,Denmark,Cloudy
2025-02-13,Bangladesh,Windy
2025-02-25,Germany,Sunny
2025-02-11,Mali,Stormy
2024-12-03,Swaziland,Snowy
2024-12-25,Trinidad and Tobago,Sunny
2025-01-02,Nepal,Rainy
2025-01-31,Antarctica (the territory South of 60 deg S),Stormy
2025-01-04,North Macedonia,Cloudy
2024-12-18,Japan,Snowy
2025-01-01,Lebanon,Snowy
2025-01-09,Palau,Stormy
2025-01-12,Gambia,Snowy
2025-01-04,Uganda,Sunny
2025-02-23,Turkmenistan,Stormy
2025-01-06,Tokelau,Stormy
2025-02-04,Tajikistan,Rainy
2025-02-25,Ghana,Cloudy
2024-12-20,Saint Lucia,Sunny
2024-12-07,Guatemala,Stormy
2025-01-04,Tanzania,Windy
2025-02-25,Lao People's Democratic Republic,Stormy
2024-12-29,Malta,Rainy
2024-12-11,Dominican Republic,Stormy
2025-01-05,Saint Kitts and Nevis,Windy
2025-01-26,Fiji,Snowy
2024-12-10,Mongolia,Stormy
2024-12-16,Marshall Islands,Windy
2025-01-04,Western Sahara,Rainy
2024-12-04,Heard Island and McDonald Islands,Windy
2024-12-25,Falkland Islands (Malvinas),Snowy
2024-12-28,Chad,Stormy
2025-02-22,Korea,Sunny
2024-12-23,Cuba,Rainy
2025-01-13,Saint Barthelemy,Stormy
2025-02-21,Maldives,Windy
2025-02-21,Samoa,Rainy
2024-12-08,Cocos (Keeling) Islands,Snowy
2024-12-23,Dominican Republic,Snowy
2025-02-10,Thailand,Windy
2025-02-06,Tanzania,Rainy
2025-01-27,Cyprus,Stormy
2025-02-04,British Virgin Islands,Rainy
2024-12-16,Uganda,Sunny
2025-02-06,United States of America,Cloudy
2025-02-27,Morocco,Sunny
2024-12-29,Switzerland,Rainy
2024-12-02,Falkland Islands (Malvinas),Windy
2024-12-09,Tonga,Rainy
2025-01-03,France,Cloudy
2024-12-24,Uzbekistan,Windy
2025-01-23,Aruba,Cloudy
2024-12-31,United States of America,Sunny
2025-01-06,Marshall Islands,Sunny
2025-01-09,Somalia,Rainy
2024-12-31,Grenada,Snowy
2025-02-03,Reunion,Windy
2024-12-16,Aruba,Windy
2025-02-13,Pakistan,Cloudy
2025-02-13,Honduras,Sunny
2024-12-07,Denmark,Cloudy
2025-02-26,France,Stormy
2024-12-18,Sri Lanka,Snowy
2025-02-09,North Macedonia,Cloudy
2024-12-21,Guatemala,Windy
2025-01-14,Jordan,Windy
2025-01-18,Saint Barthelemy,Cloudy
2025-02-18,Mexico,Stormy
2024-12-22,Sri Lanka,Windy
2025-02-14,Macao,Stormy
2025-01-02,United States Minor Outlying Islands,Windy
2024-12-14,Korea,Snowy
2024-12-04,Czech Republic,Rainy
2025-02-07,Mongolia,Stormy
2025-02-23,Uzbekistan,Snowy
2024-12-22,Turkey,Windy
2025-02-09,Malta,Sunny
2024-12-13,Samoa,Sunny
2024-12-07,Suriname,Sunny
2024-12-19,Senegal,Windy
2025-01-09,Hong Kong,Windy
2025-02-17,Guinea-Bissau,Rainy
2025-02-15,Saint Pierre and Miquelon,Snowy
2024-12-30,Belize,Cloudy
2025-01-07,Spain,Stormy
2025-01-30,Guernsey,Windy
2024-12-09,Timor-Leste,Rainy
2025-01-28,Taiwan,Cloudy
2024-12-05,Kyrgyz Republic,Snowy
2024-12-05,Jordan,Snowy
2025-02-16,Antigua and Barbuda,Sunny
2024-12-15,Saudi Arabia,Stormy
2025-01-04,Swaziland,Windy
2025-01-06,Saint Pierre and Miquelon,Sunny
2025-02-12,Kyrgyz Republic,Cloudy
2024-12-25,United Arab Emirates,Snowy
2025-01-14,Cuba,Sunny
2025-01-11,Romania,Snowy
2025-01-19,Egypt,Sunny
2024-12-16,New Zealand,Rainy
2025-02-20,Nicaragua,Stormy
2025-02-22,Wallis and Futuna,Cloudy
2024-12-11,Holy See (Vatican City State),Stormy
2025-02-08,Central African Republic,Snowy
2025-01-16,Saint Vincent and the Grenadines,Cloudy
2025-02-28,Bouvet Island (Bouvetoya),Windy
2025-01-19,Bulgaria,Windy
2024-12-26,Somalia,Windy
2025-02-10,Niue,Rainy
2024-12-08,Germany,Sunny
2025-01-29,Kyrgyz Republic,Rainy
2025-02-12,Holy See (Vatican City State),Snowy
2025-02-14,Croatia,Rainy
2025-01-15,Nepal,Stormy
2024-12-04,Kazakhstan,Stormy
2025-01-07,Tuvalu,Rainy
2025-01-24,Sierra Leone,Cloudy
2025-01-20,Vanuatu,Sunny
2025-02-16,Saint Helena,Cloudy
2024-12-07,Benin,Sunny
2025-01-20,Montserrat,Windy
2025-01-01,Tonga,Stormy
2024-12-07,Heard Island and McDonald Islands,Rainy
2025-02-02,Colombia,Snowy
2025-02-02,Saint Vincent and the Grenadines,Cloudy
2025-01-23,Turks and Caicos Islands,Cloudy
2025-01-10,Belarus,Rainy
2025-01-18,Jamaica,Windy
2024-12-25,Nigeria,Sunny
2024-12-31,Belgium,Stormy
2025-02-25,Barbados,Cloudy
2024-12-05,Pitcairn Islands,Rainy
2024-12-12,Nauru,Stormy
2024-12-14,Iraq,Sunny
2025-01-25,Holy See (Vatican City State),Snowy
2025-02-01,Croatia,Cloudy
2024-12-25,China,Stormy
2024-12-13,Anguilla,Windy
2025-01-02,Gabon,Sunny
2024-12-13,Saudi Arabia,Cloudy
2025-01-27,Lebanon,Sunny
2024-12-02,Israel,Stormy
2025-02-24,Thailand,Windy
2025-01-21,Brazil,Stormy
2025-01-23,American Samoa,Rainy
2025-02-25,Egypt,Windy
2024-12-23,Bhutan,Rainy
2025-03-01,Montenegro,Snowy
2025-02-19,Japan,Rainy
2025-02-20,Bahrain,Sunny
2025-02-25,United Kingdom,Stormy
2025-02-28,Australia,Windy
2025-01-05,Oman,Rainy
2024-12-08,Pitcairn Islands,Snowy
2024-12-13,Honduras,Sunny
2024-12-26,Saudi Arabia,Windy
2024-12-09,Turks and Caicos Islands,Sunny
2025-02-02,Palestinian Territory,Sunny
2024-12-17,Micronesia,Snowy
2025-02-17,Belgium,Rainy
2024-12-19,Wallis and Futuna,Stormy
2025-01-28,Grenada,Rainy
2024-12-17,Vanuatu,Sunny
2024-12-07,Sierra Leone,Stormy
2025-01-19,Norfolk Island,Cloudy
2025-02-19,Tunisia,Windy
2024-12-21,Bulgaria,Cloudy
2025-02-07,Cameroon,Windy
2025-02-13,Jamaica,Snowy
2025-02-02,Cote d'Ivoire,Cloudy
2025-01-17,Samoa,Windy
2025-02-25,Niger,Stormy
2024-12-06,Christmas Island,Rainy
2024-12-11,Mongolia,Stormy
2025-01-31,Luxembourg,Sunny
2025-01-13,Timor-Leste,Cloudy
2024-12-22,Germany,Snowy
2025-01-29,Slovakia (Slovak Republic),Rainy
2024-12-15,Holy See (Vatican City State),Stormy
2025-02-28,Mozambique,Snowy
2025-01-17,Vietnam,Cloudy
2025-01-14,Barbados,Rainy
2025-01-25,Trinidad and Tobago,Sunny
2025-01-11,French Polynesia,Snowy
2025-01-25,Canada,Windy
2025-02-17,Poland,Stormy
2025-01-19,Vanuatu,Snowy
2025-01-27,Bangladesh,Stormy
2025-01-04,United States Virgin Islands,Windy
2025-01-26,Paraguay,Snowy
2025-01-26,Djibouti,Sunny
2024-12-30,Micronesia,Cloudy
2024-12-20,Congo,Snowy
2025-01-29,Nauru,Sunny
2024-12-23,Dominica,Rainy
2025-01-29,American Samoa,Snowy
2025-01-24,Solomon Islands,Sunny
2025-01-26,French Guiana,Windy
2025-02-05,Brazil,Windy
2025-01-29,Switzerland,Stormy
2025-02-11,Central African Republic,Sunny
2025-02-02,Uruguay,Snowy
2025-01-22,Pitcairn Islands,Windy
2024-12-25,Egypt,Rainy
2025-01-17,Nauru,Windy
2024-12-13,United States Minor Outlying Islands,Rainy
2025-01-16,Niue,Sunny
2025-01-27,Belize,Snowy
2025-02-27,Marshall Islands,Cloudy
2024-12-12,Saint Kitts and Nevis,Cloudy
2025-02-09,Mauritania,Cloudy
2025-02-16,Eritrea,Windy
2025-01-18,Azerbaijan,Windy
2025-02-25,Jamaica,Stormy
2025-01-20,Lebanon,Rainy
2025-01-02,Uruguay,Rainy
2025-02-27,Kuwait,Snowy
2025-02-01,Nigeria,Sunny
2024-12-15,Bermuda,Snowy
2025-01-04,Iceland,Rainy
2025-02-28,Nicaragua,Sunny
2025-01-31,Qatar,Snowy
2025-02-08,Gambia,Cloudy
2025-02-17,Palau,Stormy
2024-12-07,Serbia,Windy
2025-02-27,Congo,Sunny
2025-01-28,South Georgia and the South Sandwich Islands,Stormy
2025-01-24,Kenya,Rainy
2025-02-12,Israel,Sunny
2024-12-08,Puerto Rico,Snowy
2025-01-11,Martinique,Cloudy
2024-12-26,Syrian Arab Republic,Rainy
2025-01-10,Martinique,Cloudy
2024-12-11,Burkina Faso,Windy
2025-01-17,Nauru,Windy
2025-02-19,Vanuatu,Snowy
2025-02-11,Turkmenistan,Rainy
2025-01-27,Comoros,Stormy
2025-02-14,Uganda,Windy
2025-02-09,Vietnam,Cloudy
2025-02-19,Sao Tome and Principe,Cloudy
2024-12-05,Malaysia,Snowy
2025-02-13,Christmas Island,Stormy
2025-02-04,Poland,Sunny
2025-01-27,Mauritania,Cloudy
2024-12-25,Malawi,Windy
2025-02-15,Turkey,Sunny
2025-02-15,Taiwan,Cloudy
2025-02-10,Pakistan,Stormy
2025-01-18,Burundi,Sunny
2025-02-12,Lao People's Democratic Republic,Windy
2025-01-19,Moldova,Sunny
2024-12-20,Ireland,Cloudy
2024-12-23,Kazakhstan,Cloudy
2025-01-13,Mongolia,Stormy
2025-01-30,Finland,Stormy
2025-02-19,Ghana,Rainy
2025-02-23,Cote d'Ivoire,Windy
2025-02-16,Hong Kong,Rainy
2024-12-30,Kenya,Rainy
2024-12-03,Tonga,Snowy
2024-12-20,Bulgaria,Rainy
2025-01-20,Saint Lucia,Stormy
2024-12-16,Estonia,Sunny
2025-02-25,Tunisia,Stormy
2025-01-09,Grenada,Cloudy
2025-01-10,Guinea-Bissau,Rainy
2025-02-15,Andorra,Cloudy
2024-12-28,Croatia,Cloudy
2024-12-19,Pakistan,Windy
2025-01-26,Argentina,Cloudy
2025-02-01,Benin,Sunny
2024-12-16,Malawi,Rainy
2024-12-09,Bhutan,Sunny
2025-02-03,Cameroon,Cloudy
2024-12-20,Sweden,Snowy
2024-12-27,Poland,Windy
2025-02-10,Saint Barthelemy,Windy
2025-01-21,Costa Rica,Cloudy
2024-12-11,Lao People's Democratic Republic,Stormy
2025-01-31,Fiji,Rainy
2025-01-01,Benin,Rainy
2025-01-14,French Guiana,Sunny
2024-12-17,Finland,Snowy
2025-02-14,Papua New Guinea,Windy
2024-12-13,Dominica,Cloudy
2025-02-08,Costa Rica,Windy
2025-02-24,Georgia,Windy
2024-12-03,Libyan Arab Jamahiriya,Sunny
2025-01-20,Taiwan,Cloudy
2024-12-25,Aruba,Rainy
2025-02-08,Lesotho,Cloudy
2025-01-03,Cocos (Keeling) Islands,Sunny
2025-02-03,Vanuatu,Sunny
2025-01-05,United Arab Emirates,Stormy
2024-12-10,Burkina Faso,Cloudy
2025-01-01,Senegal,Snowy
2025-01-22,Qatar,Windy
2025-02-27,Albania,Windy
2025-02-19,Congo,Stormy
2025-02-13,Svalbard & Jan Mayen Islands,Rainy
2025-01-13,Romania,Sunny
2024-12-28,United Arab Emirates,Rainy
2024-12-12,Namibia,Snowy
2024-12-30,Reunion,Sunny
2025-02-17,Tokelau,Rainy
2024-12-13,Morocco,Sunny
2024-12-15,Uganda,Stormy
2025-01-29,Niger,Sunny
2025-01-29,Czech Republic,Rainy
2024-12-05,Kiribati,Stormy
2025-02-25,Uganda,Snowy
2025-01-12,Benin,Stormy
2024-12-14,Liberia,Windy
2025-01-04,Palau,Snowy
2025-01-03,Austria,Snowy
2025-01-05,Paraguay,Sunny
2025-02-12,South Africa,Snowy
2025-01-27,Montenegro,Rainy
2025-01-01,Dominican Republic,Windy
2025-01-11,Marshall Islands,Stormy
2025-02-08,India,Stormy
2024-12-13,Equatorial Guinea,Sunny
2024-12-14,Marshall Islands,Sunny
2025-02-08,Kyrgyz Republic,Snowy
2025-02-18,Egypt,Rainy
2024-12-23,Lesotho,Stormy
2025-01-01,Cuba,Snowy
2025-01-14,Netherlands,Sunny
2025-02-08,Latvia,Sunny
2025-02-14,Aruba,Stormy
2025-01-31,Japan,Sunny
2025-02-10,Turks and Caicos Islands,Sunny
2024-12-09,Isle of Man,Stormy
2025-01-10,Guam,Snowy
2025-02-02,Niue,Stormy
2025-01-26,Bolivia,Rainy
2024-12-14,Chad,Snowy
2025-02-16,Somalia,Cloudy
2024-12-16,Congo,Windy
2025-01-31,Albania,Rainy
2024-12-12,Sweden,Stormy
2025-01-20,Marshall Islands,Windy
2024-12-29,Bhutan,Cloudy
2025-01-27,Taiwan,Cloudy
2024-12-19,Australia,Cloudy
2025-02-25,Benin,Rainy
2025-02-06,Wallis and Futuna,Stormy
2024-12-27,Netherlands,Windy
2025-01-23,Grenada,Windy
2025-01-30,Pakistan,Snowy
2025-02-03,Hungary,Cloudy
2025-02-20,Heard Island and McDonald Islands,Windy
2024-12-22,Haiti,Stormy
2025-01-20,Venezuela,Cloudy
2024-12-14,North Macedonia,Sunny
